Rainfall,Tilt Angle,Seismic Activity,Landslide
43.708610696262625,1.6110049003133682,0.039199932439598816,0
95.56428757689245,1.5662033058545435,0.017380479823948462,0
75.87945476302646,1.393769303753146,0.023865587774795447,1
63.8792635777333,1.8679933371116366,0.03653122547431273,0
24.041677639819287,1.7242865765594917,0.029283573780979198,1
24.03950683025824,2.152271091556404,0.03954284154539575,0
15.227525095137953,1.2353205385302641,0.04844831604891439,0
87.95585311974416,1.9082547203106388,0.014661867508607901,0
64.1003510568888,2.039243766362717,0.038382708655922436,1
73.7265320016441,2.0354352261071376,0.019213766225284583,1
11.85260448662222,2.1746813638050773,0.026579069096302768,0
97.29188669457949,2.001937117112443,0.011314509031805593,0
84.91983767203796,2.2205910678124656,0.015436295291707959,0
29.110519961044854,1.5659222598029805,0.022791091561955988,0
26.364247048639054,1.7535303584266972,0.0236794322115194,0
26.506405886809045,1.2154876296111796,0.04598340865848383,0
37.381801866358394,1.2076533460336203,0.039672516370660604,0
57.228078846901404,1.4641392824966717,0.04888731872748164,1
48.87505167779042,1.3108879168529937,0.033962860413409623,1
36.21062261782377,1.4862325047293288,0.01966854928365272,0
65.06676052501416,1.394747623981237,0.023106201196865715,0
22.554447458683764,1.231372027322513,0.022793436931678686,0
36.29301836816963,2.2002345610466545,0.023059773106530065,0
42.97256589643225,1.2090454445277807,0.03691856692447263,0
51.046298579533236,2.009690358770794,0.031232317123616647,0
80.66583652537122,1.367362675611468,0.02541696712346577,1
27.970640394252378,2.20345258419956,0.015963590749148666,1
56.28109945722505,2.182075533548874,0.010885566517685836,1
63.31731119758382,1.919291261006183,0.018753387103507706,0
14.180537144799796,1.9394575647806656,0.01429885615874725,1
64.67903667112945,1.2058730561666573,0.04141780123408958,0
25.347171131856236,2.2833587227249623,0.014499918312555416,1
15.854643368675156,2.165615863933396,0.03896912949227345,0
95.39969835279999,2.184616848303101,0.025426347591043306,1
96.90688297671034,1.925168990755959,0.01293513558975104,0
82.7557613304815,1.57926562151999,0.04250920197726343,1
37.41523922560336,2.1830135139995286,0.03318522280946454,1
18.79049026057455,1.5206686209663114,0.019430460514542922,1
71.58097238609412,1.818982697676423,0.04578724697330672,0
49.61372443656412,1.3097040695782707,0.011810332554822058,0
20.983441136030095,2.2141511931460247,0.018072784327910516,0
54.56592191001432,1.3548475035483345,0.04008187711223444,0
13.094966900369656,1.447386486303448,0.03837511721239557,0
91.83883618709038,1.8139475739410362,0.021570867748979122,1
33.290198344001524,2.0405023002342797,0.012480995014111325,0
69.62700559185838,1.8812864365299287,0.04432312288899776,0
38.053996848046985,1.4553473040801717,0.022547905522796105,0
56.80612190600297,1.2010373467802393,0.017828536597130608,1
59.203925140895166,2.032865638338183,0.030642472894439082,1
26.636900997297435,2.283728058502203,0.0464090879712979,1
97.26261649881027,2.0909044323366994,0.011741863113735014,0
79.76195410250031,1.7062272799722766,0.04063216352123551,0
94.55490474077702,2.194143987539017,0.03289892911754836,1
90.5344615384884,1.6508324404301848,0.02701796466207268,0
63.810998092997664,1.7774274926678142,0.0397632177642024,0
92.96868115208052,1.7248427441352514,0.0486329769776653,0
17.964325184672756,1.6923862599320774,0.019168248446507642,0
27.638457617723066,2.052709846223296,0.015745894602884784,0
14.070456001948425,1.779445797996441,0.04651526980890788,1
39.27972976869379,1.5483888342277377,0.03675812309829215,1
44.98095607205338,1.483973984424326,0.027519440862478636,1
34.42141285965063,1.2415220486641767,0.032930382810571326,0
84.58637582367363,1.8415146780713505,0.03982455620704976,1
42.10779940242303,1.4529575569411375,0.04092127594822869,0
35.28410587186427,1.3629473142180213,0.046795767232758585,1
58.84264748424236,1.9192129602104453,0.027073711555824907,0
22.683180247728636,1.9493301836037036,0.0217364364007758,0
82.19772826786357,2.0273703814834323,0.035586570671593674,1
16.709557931179376,1.7539345859724507,0.026629115971181214,1
98.81982429404655,2.183460065724275,0.03378393815795912,1
79.50202923669917,2.2299770287380505,0.026799431938238007,0
27.884411338075516,2.0881080337717384,0.01611983146712698,1
10.496990541124216,1.899152830209006,0.028777070066358337,1
83.39152856093507,1.5340930489503075,0.03763671287764131,1
73.61716094628554,2.2812394137822434,0.041971352306706,1
75.61064512368885,1.501549783911132,0.029733051071861874,0
79.41433120173512,1.4229226141894742,0.016609515608416038,0
16.664018656068134,1.6863695251652409,0.026587508385977267,0
42.261915568984534,1.2625246277836273,0.04145175715366793,1
20.428215357261674,2.2763439111389694,0.026514370824682915,1
87.67930832880342,1.8472769120580672,0.037861231744168895,1
66.09683141448022,1.8126473008305926,0.030288547267123593,0
39.78082223673843,1.9213759078896917,0.01964892500437587,1
15.720251525742128,1.746726012554927,0.04184602032092297,0
37.9884089544096,1.2352698688039956,0.013368538162827482,1
39.266498982407235,1.8735424177244364,0.030995611310206027,0
75.66455605042577,1.9877912646520737,0.0183556413697362,0
67.38017242196918,1.6584239666864584,0.012682625141655027,1
89.84914683186939,2.033025129278312,0.030117357483329957,1
52.49934326457544,1.4497014292722625,0.029982486237396945,0
20.763482134447152,1.4434042501728024,0.03827603606702883,0
74.19203085006956,1.3775586864563314,0.039790027722076196,1
78.47065437552077,1.609194235768078,0.03911165954771587,0
60.51494778125466,2.1317132389279916,0.026382349316670203,1
79.38704619591049,2.1107032683639706,0.0352675914890625,1
54.44160367279517,1.6211066287598541,0.03307780970575841,0
57.045954644379464,1.84803060957826,0.026862470244676785,0
48.47869165226947,1.992897948122407,0.03388850776743973,1
12.287721406968567,1.4653274520908253,0.04788991506825051,0
19.7102284293974,1.3849551944842218,0.017715749747255094,0
12.828626711806082,2.269305592533542,0.04623088383142106,1
67.27693701374024,1.8793130445305803,0.012138220559327935,0
38.2920382968694,2.27955729401703,0.022335568516066426,0
55.77136220482325,1.571531585845452,0.02152580994446113,0
91.68098265334837,1.9733348699715445,0.03505460431523623,0
32.43630062339874,1.4448640001953614,0.015248998071091613,1
46.93446307320668,1.487320188401304,0.04529390447359015,0
77.99960246887439,1.7630923333965862,0.04314205633860165,0
30.59183489424602,1.5515799380588784,0.03608263278741111,0
16.92819188459137,1.3843837202246427,0.02833655327168791,0
36.077630762239124,1.4891687721882585,0.04731824168568314,1
24.5099158528604,1.2393232339124511,0.043229862188822236,1
93.67278871083158,1.9748659836252351,0.029972605923249795,1
82.73083416079753,1.7413283227944478,0.03807493417817245,0
67.00633808593811,1.3036673730449782,0.03267719808718738,1
88.43145311689459,1.3888633924413403,0.03351768953553058,1
82.33048692092031,1.3127879919239083,0.02323904277749885,0
26.791305299743225,1.873852089103464,0.028483384184995873,0
90.330309864098,1.3036313999737432,0.013124857231589768,1
58.540801772408564,2.0297105663387374,0.0242939476665837,1
82.66961396476563,1.2225620112524302,0.03783314061448608,0
90.64821699311439,1.4743133667954813,0.04812864122024745,0
38.62031274746775,2.1797333434810975,0.04852256451052082,0
19.90467320749091,1.9903844499344705,0.03222891476499567,1
30.51416462877475,1.2802651662182565,0.034264890072383286,0
48.43970097636307,2.1032387149336977,0.017428847420038703,1
83.62132893302439,1.7423386336942253,0.03781232432374123,1
87.46575249307091,2.131461329885712,0.01282635170697545,1
10.625691747807164,1.8608137518954326,0.02138742743197778,0
55.967257231980916,1.9500163352361444,0.03673453389141769,1
47.56699028339011,2.292851716435279,0.02241240526173957,1
29.98970294236572,1.45556910051642,0.011993874964578172,1
20.787883060031454,1.886340132237527,0.04327481637403855,1
40.385365426326516,1.7063535290631382,0.022413200285382524,0
94.86187335212672,1.2433971482149606,0.012524208994347138,1
39.088263881867974,1.2159177056531514,0.012991526580114607,0
56.691155956902946,1.3311514355996446,0.020070351951550144,0
73.27170630056601,1.9140009145924028,0.01712063788886105,1
42.726664214136456,1.8238793967047313,0.04097200471120604,1
97.46038744488646,1.8087725172801,0.022867361866681375,0
96.62025654479001,1.235042438781086,0.0421878314015933,0
32.66040662428277,1.7162332959960076,0.01695383991292611,0
54.75236553031469,2.2170850996267815,0.029715167181763355,0
37.07904788350927,1.637351056241711,0.037521485342125155,1
35.63564449397208,1.8874147167673019,0.036079634154634194,1
13.319825261907951,2.057800543185458,0.034045176397210754,1
64.86079005819072,2.0623178070560764,0.046992864077246795,1
55.24111209059753,1.7712080906347984,0.019141005908269774,0
14.633087612499041,2.14374713994257,0.029748768178484215,0
35.07818178129503,1.6305159027001215,0.04535970200289635,1
91.74392973699884,2.1775625362632782,0.013115750623806282,1
31.560570160027517,1.4642498830350998,0.01223553073012301,1
23.04053848821008,1.508238047689628,0.019332091502331658,0
54.05074842498067,1.258432686618901,0.03532084878152074,1
98.70854086995406,2.075140020196511,0.020395185057992274,0
31.784974436035036,1.658760759855976,0.01760959535235196,0
70.49219926652907,1.4520282753025389,0.028352092614331685,0
78.54576537958458,1.4549693053782375,0.03454392275077646,0
31.38737895931597,2.1915399353521563,0.01994230828066962,1
75.53947137506736,2.1173082605071403,0.022027647468949682,0
43.10048194473279,1.8088839738929017,0.034542372192460556,0
66.90752475342215,1.877721880457293,0.04782953687957811,1
67.01767396848052,1.72175812760532,0.036989669097523534,1
58.21972156672826,1.6308331971666896,0.0413161657433824,0
